title,description,image,Source,category,text_cleaned
Westfield Old Orchard,"Westfield Old Orchard is Chicagoland‚Äôs premier shopping center and lifestyle destination. With an incredible wealth of over 150 retailers, dining options, and event ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Skokie_Westfield_Old_Orchard0_a969b681-5056-a348-3ad17e7beca6f531.png",chicagonorthshore,Shopping,westfield old orchard chicagoland premier shopping center lifestyle destination incredible wealth retailer dining option event
Wheel and Sprocket,"A Top 100 bicycle shop serving all cyclists. Selling the top brands of bikes, parts, and accessories. Offering repair and maintenance of all brands and bicycle fitti...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WheelSprokcet_0EFDF74B-5056-BF65-D61BB84D2A2C7F27-0efdf5fa5056bf6_0efdffe5-5056-bf65-d6504c82cbe3f836.jpg",chicagonorthshore,Shopping,top bicycle shop serving cyclist selling top brand bike part accessory offering repair maintenance brand bicycle fitti
Wheeling Town Center,"With nearly a dozen restaurants, stores and CMX Movie Theatre, direct access to Metra, the Wheeling Town Center is the place to work and play!...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WheelingTownCenter_831C0C87-5056-A348-3AC7A7DC9E079E26-831c0bf35056a34_831c0d06-5056-a348-3a5e69b4c59618d1.jpg",chicagonorthshore,Shopping,nearly dozen restaurant store cmx movie theatre direct access metra wheeling town center place work play
Wild Child,"A family-owned specialty toy store for kids from infancy to 15 years old. Carrying unique toys, games, crafts, jewelry and apparel....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WildChild_0F0D2435-5056-BF65-D6E921AD9AE10C1A-0f0d22e05056bf6_0f0d2e01-5056-bf65-d60f96bbe1f77826.jpg",chicagonorthshore,Shopping,family owned specialty toy store kid infancy year old carrying unique toy game craft jewelry apparel
Wine Goddess,"A fresh, felicitous take on the grape and its noblest derivative: Wine! An Evanston-based wine bar and retailer of craft wine, beer, and spirits....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WineGod_366F0526-5056-A348-3A2DCDD70AB5F3AE-366f03f45056a34_366f05a7-5056-a348-3a9aa086db5b6a3b.jpg",chicagonorthshore,Shopping,fresh felicitous take grape noblest derivative wine evanston based wine bar retailer craft wine beer spirit
Ed Rudolph Northbrook Velodrome,"One of only a few official quarter-mile bike tracks in the country, this outdoor velodrome attracts top cyclists from the Midwest. There are weekly races in the summ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Northbrook_Ed_Rudolph_Northbrook_Velodrome0_a965c9ea-5056-a348-3a5b47bb6dca1d3e.png",chicagonorthshore,Shopping,one official quarter mile bike track country outdoor velodrome attracts top cyclist midwest weekly race summ
Funtopia Adventure Park,"A large, active entertainment facility that combines sports and fun with numerous attractions such as indoor climbing walls, a rope course, a caving system, and more...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Funtopia.jpg10-0b515a675056a34_0b515bba-5056-a348-3a3e301838137d6f.jpg",chicagonorthshore,Shopping,large active entertainment facility combine sport fun numerous attraction indoor climbing wall rope course caving system
Heritage Park,"Heritage Park is a 100+ acre nature, recreation and community gathering place. Offering something for everyone including 10-acre Lake Heritage with breathtaking scen...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Wheeling_Heritage_Park1_a940a223-5056-a348-3a6e0c65a9e379d6.png",chicagonorthshore,Shopping,heritage park acre nature recreation community gathering place offering something everyone including acre lake heritage breathtaking scen
Midtown Lustbader Health Club,"A boutique Midtown club nestled within Bernard Weinger JCC in Northbrook, Marvin Lustbader Health Club features an indoor, 25-yard swimming pool, 7,000 sq. foot gymn...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Midtown-Lustbader_fitness-4--b3bc20ae5056a34_b3bc227d-5056-a348-3afc7b53fa012670.jpg",chicagonorthshore,Shopping,boutique midtown club nestled within bernard weinger jcc northbrook marvin lustbader health club feature indoor yard swimming pool sq foot gymn
North Shore Sports Center,"North Shore's top choice when planning impactful interaction. The 96,000 square foot Sports and Events Center combines state-of-the-art indoor fields, courts and ada...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Northbrook_The_Accelerated_Center0_a9784fc7-5056-a348-3a6f14feaa881370.png",chicagonorthshore,Shopping,north shore 's top choice planning impactful interaction square foot sport event center combine state art indoor field court ada
Northwestern University Wildcats,"The Northwestern Wildcats offer some of the best Division 1 college sports action in the Midwest, featuring 19 teams and competing in the Big Ten Conference....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Northwestern_University_Spectator_Sports0_a95e5d74-5056-a348-3ae3f0bedd5b1a0d.jpg",chicagonorthshore,Shopping,northwestern wildcat offer best division college sport action midwest featuring team competing big ten conference
Skokie Sports Park,"Featuring one of the top 100 rated golf ranges in the U.S., complete with a two-tier, 40 station range with an automatic tee-up system. The driving range features a...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Skokie_Skokie_Sports_Park0_a95741c6-5056-a348-3a649ad27a049771.png",chicagonorthshore,Shopping,featuring one top rated golf range u complete two tier station range automatic tee system driving range feature
Ultimate Ninjas North Shore,"Inspired by the hit television show ‚ÄúAmerican Ninja Warrior‚Äù, offers a wide variety of obstacle courses for kids of every age and skill level. Agility course, swingi...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/UltimateNinjasNorthShore_A00CDD27-5056-A348-3A8E31A300274A3F-a00cdcbe5056a34_a00cdd76-5056-a348-3ad6e61c807db45f.jpg",chicagonorthshore,Shopping,inspired hit television show ‚Äú american ninja warrior offer wide variety obstacle course kid every age skill level agility course swingi
1. Great River Road,"Built along the Mighty Mississippi, at 550 miles long, the Great River Road runs almost the entire length of the state. With both northern and southern sections of the byway, this gorgeous river drive offers everything from outdoor adventure and quiet charm, to presidential and colonial history and some good old fashioned kitsch. There‚Äôs no better way to experience the life and industry of the Mississippi River.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Road-Great-River-Road-Hartford-to-Grafton__FocusFillWyIwLjQ5IiwiMC4zNyIsMTgyNCwxMDAwXQ.jpeg,enjoyillinois,Scienic Byways,built along mighty mississippi mile long great river road run almost entire length state northern southern section byway gorgeous river drive offer everything outdoor adventure quiet charm presidential colonial history good old fashioned kitsch better way experience life industry mississippi river
2. Meeting of the Great Rivers Scenic Route,"Meeting of the Great Rivers is a breathtaking 33-mile section of the Great River Road, where the great Mississippi, Illinois and Missouri rivers come together. Extending fromPere Marquette State Parkto theLewis and Clark State Historic Site, traces of history can be seen all throughout the bluffs and river towns along the byway.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Cars-on-GreatRiverRoad__FocusFillWyItMC4xNiIsIjAuMjAiLDE4MjQsMTAwMF0.jpeg,enjoyillinois,Scienic Byways,meeting great river breathtaking mile section great river road great mississippi illinois missouri river come together extending frompere marquette state parkto thelewis clark state historic site trace history seen throughout bluff river town along byway
3. Historic Route 66,"The mother of all roads, and the original road trip, Route 66 begins in Chicago, Illinois. A mission all on its own, check outour Route 66 trip guidefor even more juicy details about this offbeat stretch of American roadway. Classic Americana, roadside photo ops, history, dining and so much more awaits.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Car-Route-66-Road__FocusFillWyIwLjAwIiwiMC4wMCIsMTgyNCwxMDAwXQ.jpeg,enjoyillinois,Scienic Byways,mother road original road trip route begin chicago illinois mission check outour route trip guidefor even juicy detail offbeat stretch american roadway classic americana roadside photo ops history dining much awaits
4. Illinois River Road,"Travel the rolling hills of central Illinois as you follow the path of the Illinois River. At 291 miles, the Illinois River Road offers incredible views and opportunities to stretch your legs at some of the best state parks in Illinois. The Byway unites more than 100 nature-based destinations throughout the Illinois River Valley, beginning in Ottawa and ending 150 miles south in Havana. Find the best spots for hunting, fishing, hiking, biking, canoeing, wetlands, gardens, birding and watching wildlife.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Peoria-River-Bridge-Illinois-River-Road__FocusFillWyItMC4xNiIsIjAuMDQiLDE4MjQsMTAwMF0.jpg,enjoyillinois,Scienic Byways,travel rolling hill central illinois follow path illinois river mile illinois river road offer incredible view opportunity stretch leg best state park illinois byway unites nature based destination throughout illinois river valley beginning ottawa ending mile south havana find best spot hunting fishing hiking biking canoeing wetland garden birding watching wildlife
5. Lincoln Highway,"Drive clear across northern Illinois on the nation‚Äôs first successful coast-to-coast highway.From the Indiana border, west toward the mighty Mississippi, you will find an adventure filled with variety, rich in history and heritage.Enjoy 179 miles of rolling farmland and classic Midwest traditions, as you loop around to the Great River Road or follow the byway toward Chicago.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Lincoln-Highway-Pavilion-Aurora__FocusFillWyIwLjAwIiwiMC4wMCIsMTgyNCwxMDAwXQ.jpg,enjoyillinois,Scienic Byways,drive clear across northern illinois nation first successful coast coast highway indiana border west toward mighty mississippi find adventure filled variety rich history heritage enjoy mile rolling farmland classic midwest tradition loop around great river road follow byway toward chicago
6. Ohio River Scenic Byway,Take the scenic route to some of Illinois' best outdoor adventures as you wind your way along country roads and through theShawnee National Foreston the Ohio River Scenic Byway. Travel the 188 miles around the southern tip of Illinois to experience some of the very best scenic views and outdoor destinations in the state.,https://www.enjoyillinois.com/assets/Images/Outdoor-Activities/Spring/Summer/Pine-Hills-Shawnee-National-Forest__FocusFillWyItMC4xMyIsIjAuMTEiLDE4MjQsMTAwMF0.jpeg,enjoyillinois,Scienic Byways,take scenic route illinois ' best outdoor adventure wind way along country road theshawnee national foreston ohio river scenic byway travel mile around southern tip illinois experience best scenic view outdoor destination state
7. Historic National Road,"America‚Äôs first highway,the Historic National Road, stretches 164 miles from Marshall to East St. Louis. The Historic National Highway played a pivotal role in uniting the country and promoting interstate commerce. Visit prehistoric cities, Victorian architecture and Midwest small town America along the way.",https://www.enjoyillinois.com/assets/Images/Scenic-Drives-+-Roadside-Attractions/Brooks-Catsup-Bottle-Collinsville__FocusFillWyIwLjMxIiwiLTAuNzYiLDE4MjQsMTAwMF0.jpeg,enjoyillinois,Scienic Byways,america first highway historic national road stretch mile marshall east st louis historic national highway played pivotal role uniting country promoting interstate commerce visit prehistoric city victorian architecture midwest small town america along way
St. Charles Historic Walking Tour,Come explore the History of St. Charles on a self-guided tour that takes you through the decades of St. Charles history with 27 locations. Grab a‚Ä¶,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/143__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",come explore history st charles self guided tour take decade st charles history location grab a‚Ä¶
Effingham County Veteran's Memorial,The Effingham County Veteran's Memorial wall is dedicated to all the men and women who served from all five branches of the armed forces. The names‚Ä¶,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/VetwallHero__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",effingham county veteran 's memorial wall dedicated men woman served five branch armed force names‚Ä¶
St. Charles Municipal Building,"The St. Charles Municipal Building was designed in 1940 by architects R. Harold Zook. Art deco was an inspiration for the Municipal Building, but the end‚Ä¶",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/StCharles-Scarecrow-Fest-River-Chris-Peak-Give-Credit-for-online-and-notice-if-in-Print-so-he-can-have-a-copy-2-1920x1081__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",st charles municipal building designed architect r harold zook art deco inspiration municipal building end‚Ä¶
Old Main at Knox College,Nowhere on the Knox campus are the history and the ideals of the College so intertwined with the modern-day work of faculty and students as in‚Ä¶,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/KK-Lincoln-Douglas-Old-Main-1__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",nowhere knox campus history ideal college intertwined modern day work faculty student in‚Ä¶
Paramount Theatre,"World-class entertainment‚Äîincluding dance, music, Broadway-caliber theatre, and children‚Äôs programming.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Paramount-Little-Mermaid-1__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",world class entertainment including dance music broadway caliber theatre child programming
Champaign County History Museum,Come see various exhibits and artifacts that hold true to the history that is Champaign County.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Cattle-Bank-Cleaned-Version2__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",come see various exhibit artifact hold true history champaign county
Lincoln & Civil War Legacy Trail,"Walk in the footsteps of Abraham and Mary Todd Lincoln, and Civil War soldiers from both North and South.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Lincoln-Civil-Way-Legacy-Trail__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",walk footstep abraham mary todd lincoln civil war soldier north south
Timber Lake Playhouse,Timber Lake Playhouse is Illinois' oldest continuously-running professional summer stock theatre. They offer live theater productions May-Sept. Reservations required.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/TLP-2__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",timber lake playhouse illinois ' oldest continuously running professional summer stock theatre offer live theater production may sept reservation required
Bishop Hill State Historic Site,Bishop Hill State Historic Site is an open-air museum. Visit Utopia on the Prairie.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Bishop-Hill-Illinois__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",bishop hill state historic site open air museum visit utopia prairie
The Trail of Tears,"The Trail of Tears through southern Illinois stretches nearly sixty miles long. Original route segments exist as State Highway 146, lesser traveled county roads, and abandoned‚Ä¶",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Alt-Main-Camp-Ground-Church-1920x1081__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",trail tear southern illinois stretch nearly sixty mile long original route segment exist state highway lesser traveled county road abandoned‚Ä¶
Historic Nauvoo Visitor's Center,"Begin your exploration of historic Nauvoo here! Gather information on the restored homes, shops, and religious buildings in Historic Nauvoo and register for guided tours to‚Ä¶",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Historic-Nauvoo-Visitor-Center__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",begin exploration historic nauvoo gather information restored home shop religious building historic nauvoo register guided tour to‚Ä¶
Route History Museum & Souvenir Shop,"At Route History visitors can experience and learn about pioneers that made significant contributions to Illinois, the city of Springfield, the  greater society, located along‚Ä¶",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Lathan-1__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",route history visitor experience learn pioneer made significant contribution illinois city springfield greater society located along‚Ä¶
Underground Railroad Shuttle Tours,"Discover the story of the Underground Railroad throughout Alton, IL.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Lovejoy-Grave-with-Eric-Robinson__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",discover story underground railroad throughout alton il
Jacksonville's Underground Railroad Tour,See a variety of locations in Jacksonville that have connection to the Underground Railroad.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/IMG-671__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",see variety location jacksonville connection underground railroad
Venue 5126,"Venue 5126 is an elegant, rustic country barn venue, perfect for your upcoming wedding and reception!",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/EmersonCreekTeatoom-plate__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",venue elegant rustic country barn venue perfect upcoming wedding reception
Galena Trolley Tours,Enjoy beautiful views as well as wonderful photo opportunities. Galena Trolley Tours has historically and architecturally narrated tours.  By far the most affordable trolley tours‚Ä¶,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Galena-Trolley-Tours101-Large3__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",enjoy beautiful view well wonderful photo opportunity galena trolley tour historically architecturally narrated tour far affordable trolley tours‚Ä¶
Beall Mansion Historic Tours,Take an exquisitely elegant tour of an early 20th-century mansion full of ornate rooms featuring antique furnishings,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Beall-Mansion-Historic-Tours__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",take exquisitely elegant tour early th century mansion full ornate room featuring antique furnishing
Bicentennial Plaza,"To mark Illinois' 200th birthday, the Bicentennial Plaza was developed in 2018 to create a walkway linking the Lincoln Home to the Governor's Mansion and State‚Ä¶",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Bicentenial-Plaza__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",mark illinois ' th birthday bicentennial plaza developed create walkway linking lincoln home governor 's mansion state‚Ä¶
Downtown Elgin Public Arts Tour,Take a walking tour through scenic downtown Elgin to see various pieces of art in mediums like sculpture and mural paintings. Many can be seen while‚Ä¶,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Enjoy-Illinois-Photo__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",take walking tour scenic downtown elgin see various piece art medium like sculpture mural painting many seen while‚Ä¶
Amboy Depot Museum,The Amboy Depot Museum is located in a former depot built in 1876 which served as the division headquarters of the Illinois Central Railroad located in‚Ä¶,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Depot-Museum__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",amboy depot museum located former depot built served division headquarters illinois central railroad located in‚Ä¶
Franklin Creek Grist Mill & Interpretive Center,"The Franklin Creek Grist Mill and Interpretive Center is a reconstructed, timber frame, four-story 1847 grist mill located within the Franklin Creek State Natural Area.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Franklin-Creek-Grist-Mill-main-sign__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",franklin creek grist mill interpretive center reconstructed timber frame four story grist mill located within franklin creek state natural area
Shawnee Shuttle,A professional wine trail tour service offering private mini-van tours of southern Illinois for small groups of two to six adults.,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/wine-tasting-hi-res__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",professional wine trail tour service offering private mini van tour southern illinois small group two six adult
Carl Sandburg State Historic Site,"Author-poet Carl Sandburg was born in the the three-room cottage at 331 E. Third Street in Galesburg on January 6, 1878.",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/SandburgBirthplace2__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",author poet carl sandburg born three room cottage e third street galesburg january
Elgin Historic District,Let history envelope you through architectural buildings,https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/Good-HT__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.JPG,enjoyillinois,"History, Art & Culture Tours",let history envelope architectural building
Historic Downtown Long Grove,"As Illinois‚Äô oldest historic district, Long Grove is a quaint place to breathe easy, where historic architecture and colorful storefronts give way to a unique variety‚Ä¶",https://enjoyillinois.dottie.io/assets/Tourism-Operators/images/LongGroveTOMs__FocusFillWyIwLjAwIiwiMC4wMCIsMzg0LDQ2NF0.jpg,enjoyillinois,"History, Art & Culture Tours",illinois oldest historic district long grove quaint place breathe easy historic architecture colorful storefront give way unique variety‚Ä¶
 Chicagoâ€™s First Lady,"Sit back and relax in the glass-enclosedÂ Odyssey Chicago River, featuring lunch, brunch, and dinner cruises all year round. If an open-air sightseeing cruise is more your style, book a guided jaunt on the award-winningÂ Chicago Architecture Foundation Center River Cruise aboard,Â Wendella, orÂ Mercury Chicagoâ€™s Skyline Cruiseline. Chicago Water Taxi andÂ Shoreline Water TaxiÂ excursions, while not guided, are great ways to get to various points along the river. You can travel all the way toÂ Chinatown from the Chicago Riverwalk.",https://cdn.choosechicago.com/uploads/2019/06/CAFC_River_Cruise_Bridge_Lift_horizontal_9986ecf9-4cfe-46fc-af4f-9ab3cd584d82-750x502.jpg,choosechicago,couple-waterfronts,sit back and relax in the glass enclosed odyssey chicago river featuring lunch brunch and dinner cruises all year round if an open air sightseeing cruise is more your style book a guided jaunt on the award winning chicago architecture foundation center river cruise aboard wendella or mercury chicago s skyline cruiseline chicago water taxi and shoreline water taxi excursions while not guided are great ways to get to various points along the river you can travel all the way to chinatown from the chicago riverwalk 
31st Street Beach,"Love water sports? (also called Margaret T. Burroughs Beach) is the place to be. The beach itself is located within Burnham Park, originally envisioned by legendary Chicago architect Daniel Burnham (best known for designing the 1893 Worldâ€™s Fair), and features sweeping skyline views.",,choosechicago,couple-beaches,love water sports also called margaret t burroughs beach is the place to be the beach itself is located within burnham park originally envisioned by legendary chicago architect daniel burnham best known for designing the  world s fair and features sweeping skyline views 
360 CHICAGO,"Next, jet up to the 94th floor of 875 N. Michigan Ave. (formerly the John Hancock Center). Dare to step onto TILT at , the observation deckâ€™s 1,000-foot thrill ride that offers heart-pounding views of the skyline. Afterward, have dinner on a rooftop at NoMi Kitchen or Shanghai Terrace. Watching the city skyline light up around you is the perfect way to end a romantic date night.",,choosechicago,couple-date night ideas,next jet up to the th floor of  n michigan ave formerly the john hancock center dare to step onto tilt at the observation deck s   foot thrill ride that offers heart pounding views of the skyline afterward have dinner on a rooftop at nomi kitchen or shanghai terrace watching the city skyline light up around you is the perfect way to end a romantic date night 
Adler Planetarium,"Part of the lakeside complex known as Museum Campus,  is the oldest planetarium in the Western Hemisphere. Itâ€™s also a great museum. Future explorers and astronomers of tomorrow will marvel at interactive exhibits, immersive planetarium shows, and special programming designed to inspire the rocket scientists of tomorrow.",,choosechicago,family-,part lakeside complex known museum campus oldest planetarium western hemisphere also great museum future explorer astronomer tomorrow marvel interactive exhibit immersive planetarium show special programming designed inspire rocket scientist tomorrow
Ambassador Chicago,"End the night basking in chic Gold Coast luxury in a Celebrity Suite at theÂ . These spacious rooms feature king-size beds with imported linens, separate living spaces, and bathrooms with tubs, so you can soak up the romance in style.",,choosechicago,couple-date night ideas,end the night basking in chic gold coast luxury in a celebrity suite at the these spacious rooms feature king size beds with imported linens separate living spaces and bathrooms with tubs so you can soak up the romance in style 
American Girl Place,"For little kids with big imaginations, a visit to Chicago would not be complete without a trip to , the first store of its kind in the United States. Consider making a reservation for the cafÃ© at the downtown doll mecca, which serves brunch, lunch, afternoon tea, and dinner. American Girl is located in Water Tower Place on The Magnificent Mile.",,choosechicago,family-,little kid big imagination visit chicago would complete without trip first store kind united state consider making reservation cafÃ© downtown doll mecca serf brunch lunch afternoon tea dinner american girl located water tower place magnificent mile
American Writers Museum ,"Visit the Childrenâ€™s Literature Gallery at the American Writers Museumto get the kids all fired up about reading. A fabulous mural created by celebrated illustrator and author Paul O. Belinsky adorns the gallery, depicting friendly squirrels reading classic kidsâ€™ books.",https://cdn.choosechicago.com/uploads/2019/05/American-Writers-Museum.jpg,choosechicago,family-,visit child literature gallery american writer museumto get kid fired reading fabulous mural created celebrated illustrator author paul belinsky adorns gallery depicting friendly squirrel reading classic kid book
Art Institute of Chicago ,"Donâ€™t think the kids will enjoy an art museum? Then you havenâ€™t visited the Art Instituteâ€˜s Thorne Miniature Rooms. These meticulously reproduced miniature rooms bring the world of art and architecture to a kidâ€™s level. Thereâ€™s also free admission to the Ryan Education Center, which hosts special events, interactive workshops, and family programming for kids 14 and under.

Spend the afternoon with some of the worldâ€™s most famous masterpieces at the , one of the countryâ€™s oldest and largest art museums. Donâ€™t miss the extensive Impressionism collection and the striking Modern Wing.",https://cdn.choosechicago.com/uploads/2019/08/07195792-e1566185494402-900x530.jpg,choosechicago,all-romantic weekend,"think kid enjoy art museum visited art institute â€˜ thorne miniature room meticulously reproduced miniature room bring world art architecture kid level also free admission ryan education center host special event interactive workshop family programming kid

spend the afternoon with some of the world s most famous masterpieces at the one of the country s oldest and largest art museums don t miss the extensive impressionism collection and the striking modern wing "
Azul,": This spacious and brightly colored patio space offers a unique view of the adjacent Chicago River and city skyline, plus a menu of Mexican seafood.",https://cdn.choosechicago.com/uploads/2020/06/CHOOSE_CHICAGO_08_HydePark_Virtue-900x516.jpg,choosechicago,couple-outdoor dining, this spacious and brightly colored patio space offers a unique view of the adjacent chicago river and city skyline plus a menu of mexican seafood 
Bambola,": This richly decorated spot in the West Loop is features an open-air dining area and sun-drenched patio, the perfect place to enjoy happy hour or dinner",https://cdn.choosechicago.com/uploads/2022/05/Bambola-Opening-Day-14-658x800.jpg,choosechicago,couple-outdoor dining, this richly decorated spot in the west loop is features an open air dining area and sun drenched patio the perfect place to enjoy happy hour or dinner
Bar Mar,": Award-winning chef JosÃ© AndrÃ©s serves fresh oysters, ceviches, lobster rolls, and more at this seafood-focused oasis in the Loop.",https://cdn.choosechicago.com/uploads/2022/05/Bar-Mar_2670-900x600.jpg,choosechicago,couple-outdoor dining, award winning chef josÃ© andrÃ©s serves fresh oysters ceviches lobster rolls and more at this seafood focused oasis in the loop 
Bavetteâ€™s Steakhouse & Bar,"This dimly lit spot is a stylish take on a traditional steakhouse. The sultry space at  is decked out with timeless touches, like comfy leather booths, mirrored walls, and glittering antique chandeliers. The menu is old school too, with classic selections like chilled seafood towers, baked crab cakes, and the best cuts of meat. Donâ€™t miss the chocolate cream pie, itâ€™s the perfect dessert for two.",,choosechicago,couple-romantic restaurants,this dimly lit spot is a stylish take on a traditional steakhouse the sultry space at is decked out with timeless touches like comfy leather booths mirrored walls and glittering antique chandeliers the menu is old school too with classic selections like chilled seafood towers baked crab cakes and the best cuts of meat don t miss the chocolate cream pie it s the perfect dessert for two 
Beat Kitchen on the Riverwalk,"is an outpost of a popular music venue and restaurant in Roscoe Village. Located adjacent to DuSable Bridge,  serves carefully crafted food with fresh ingredients, including tacos, thin-crust pizza, and mac and cheese, along with a full-service bar. The patio offers views of some of Chicagoâ€™s most historic structures, like the Wrigley Building.",,choosechicago,couple-riverwalk restaurants,s an outpost of a popular music venue and restaurant in roscoe village located adjacent to dusable bridge serves carefully crafted food with fresh ingredients including tacos thin crust pizza and mac and cheese along with a full service bar the patio offers views of some of chicago s most historic structures like the wrigley building 
